delivery_id,order_id,order_type,carrier_id,expected_date,actual_date,status
406,PO0106,PURCHASE,CR004,2025-05-28,2025-05-29,Delayed
407,PO0107,PURCHASE,CR003,2025-07-03,2025-07-09,Delayed
408,PO0108,PURCHASE,CR005,2025-01-30,2025-01-31,Delayed
409,PO0109,PURCHASE,CR002,2025-03-02,2025-03-04,Delayed
410,PO0110,PURCHASE,CR001,2025-04-01,2025-04-02,Delayed
411,PO0111,PURCHASE,CR005,2025-05-19,2025-05-29,Delayed
412,PO0112,PURCHASE,CR004,2025-02-07,2025-02-07,On Time
413,PO0113,PURCHASE,CR002,2025-01-22,2025-01-23,Delayed
414,PO0114,PURCHASE,CR003,2025-02-17,2025-02-18,Delayed
415,PO0115,PURCHASE,CR002,2025-05-13,2025-05-13,On Time
416,PO0116,PURCHASE,CR003,2025-05-13,2025-05-13,On Time
417,PO0117,PURCHASE,CR005,2025-03-17,2025-03-16,On Time
418,PO0118,PURCHASE,CR005,2025-05-22,2025-05-22,On Time
419,PO0119,PURCHASE,CR003,2025-02-10,2025-02-10,On Time
420,PO0120,PURCHASE,CR002,2025-04-27,2025-04-27,On Time
421,PO0121,PURCHASE,CR005,2025-06-06,2025-06-05,On Time
422,PO0122,PURCHASE,CR005,2025-05-17,2025-05-17,On Time
423,PO0123,PURCHASE,CR002,2025-02-05,2025-02-05,On Time
424,PO0124,PURCHASE,CR003,2025-04-12,2025-04-14,Delayed
425,PO0125,PURCHASE,CR005,2025-01-21,2025-01-21,On Time
426,PO0126,PURCHASE,CR005,2025-05-15,2025-05-16,Delayed
427,PO0127,PURCHASE,CR003,2025-05-27,2025-05-25,On Time
428,PO0128,PURCHASE,CR005,2025-06-19,2025-06-19,On Time
429,PO0129,PURCHASE,CR001,2025-05-31,2025-05-31,On Time
430,PO0130,PURCHASE,CR004,2025-04-20,2025-04-24,Delayed
431,PO0131,PURCHASE,CR005,2025-07-02,2025-07-02,On Time
432,PO0132,PURCHASE,CR005,2025-06-07,2025-06-05,On Time
433,PO0133,PURCHASE,CR005,2025-02-23,2025-02-24,Delayed
434,PO0134,PURCHASE,CR003,2025-03-16,2025-03-17,Delayed
435,PO0135,PURCHASE,CR005,2025-04-06,2025-04-06,On Time
436,PO0136,PURCHASE,CR002,2025-04-22,2025-04-28,Delayed
437,PO0137,PURCHASE,CR001,2025-05-26,2025-05-27,Delayed
438,PO0138,PURCHASE,CR002,2025-03-30,2025-04-01,Delayed
439,PO0139,PURCHASE,CR001,2025-07-08,2025-07-08,On Time
440,PO0140,PURCHASE,CR004,2025-03-21,2025-03-22,Delayed
441,PO0141,PURCHASE,CR001,2025-04-02,2025-04-06,Delayed
442,PO0142,PURCHASE,CR004,2025-04-15,2025-04-15,On Time
443,PO0143,PURCHASE,CR001,2025-07-03,2025-07-01,On Time
444,PO0144,PURCHASE,CR003,2025-02-12,2025-02-12,On Time
445,PO0145,PURCHASE,CR002,2025-02-03,2025-02-02,On Time
446,PO0146,PURCHASE,CR004,2025-03-05,2025-03-05,On Time
447,PO0147,PURCHASE,CR003,2025-06-22,2025-06-22,On Time
448,PO0148,PURCHASE,CR001,2025-05-21,2025-05-21,On Time
449,PO0149,PURCHASE,CR005,2025-04-08,2025-04-06,On Time
450,PO0150,PURCHASE,CR005,2025-05-27,2025-05-29,Delayed
